,id,publisher,title,author,published_utc,article_url,tickers,image_url,description,keywords,amp_url
10,RVi4G_T7nGC8v5PfmcmLD9VasBrJLr4slSRo_fO15aY,"{'name': 'Benzinga', 'homepage_url': 'https://www.benzinga.com/', 'logo_url': 'https://storage.googleapis.com/polygon-io-public/assets/news/logos/benzinga.svg', 'favicon_url': 'https://storage.googleapis.com/polygon-io-public/assets/news/favicons/benzinga.ico'}",A Peek Into The Markets: US Stock Futures Down; Amazon Beats Q1 Views,Lisa Levin,2021-04-30T10:11:19Z,https://www.benzinga.com/news/earnings/21/04/20884121/a-peek-into-the-markets-us-stock-futures-down-amazon-beats-q1-views,"['AMZN', 'CL', 'CVX', 'JCI', 'WDC', 'XOM', 'KKR', 'PSX', 'TWTR']",https://cdn.benzinga.com/files/imagecache/og_image_social_share_1200x630/images/story/2012/peek_into_the_marketnew_165.png,"Pre-open movers
U.S. stock futures traded lower in early pre-market trade after the Dow Jones jumped over 200 points in the previous session. Investors are awaiting earnings results from  Exxon Mobil Corporation (NYSE: XOM),  Chevron Corporation (NYSE: CVX),  Johnson Controls International PLC (NYSE: JCI),  Colgate-Palmolive (NYSE: CL) and  Phillips 66 (NYSE: PSX).
The employment cost index for the first quarter and data on personal income and consumption expenditures for March for release at 8:30 a.m. ET. The Chicago PMI for April is scheduled for release at 9:45 a.m. ET, while the University of Michigan's consumer sentiment index for April will be released at 10:00 a.m. ET. Federal Reserve Bank of Dallas President Robert Kaplan is set to speak at 9:45 a.m. ET.
Futures for the Dow Jones Industrial Average dropped 58 points to 33,893.00 while the Standard & Poor’s 500 index futures fell 12.75 points at 4,190.75. Futures for the Nasdaq 100 index dropped 63.75 points to 13,889.75.
The U.S. has the highest number of COVID-19 cases and deaths in the world, with total infections in the country exceeding 32,289,250 with ...Full story available on Benzinga.com","['News', 'Earnings', 'Eurozone', 'Futures', 'Global', 'Pre-Market Outlook', 'Markets']",https://amp.benzinga.com/amp/content/20884121
11,PyQr-_QJo1h9GmbMJoaGJZ5taykWVCn7f38VCdCc1Dk,"{'name': 'Zacks Investment Research', 'homepage_url': 'https://www.zacks.com/', 'logo_url': 'https://storage.googleapis.com/polygon-io-public/assets/news/logos/zacks.png', 'favicon_url': 'https://storage.googleapis.com/polygon-io-public/assets/news/favicons/zacks.ico'}","Phillips 66 (PSX) Reports Q1 Loss, Tops Revenue Estimates",Zacks Equity Research,2021-04-30T12:25:06Z,http://www.zacks.com/stock/news/1478326/phillips-66-psx-reports-q1-loss-tops-revenue-estimates?cid=CS-ZC-FT-tale_of_the_tape|yseop_template_4-1478326,['PSX'],https://staticx-tuner.zacks.com/images/default_article_images/default24.jpg,"Phillips 66 (PSX) delivered earnings and revenue surprises of 17.73% and 29.92%, respectively, for the quarter ended March 2021. Do the numbers hold clues to what lies ahead for the stock?",,https://www.zacks.com/amp/stock/news/1478326/phillips-66-psx-reports-q1-loss-tops-revenue-estimates
12,4ApYbmSKSu9rWKCWtWVsZC6HxrCV2qFO6_OmBN3iY5U,"{'name': 'Zacks Investment Research', 'homepage_url': 'https://www.zacks.com/', 'logo_url': 'https://storage.googleapis.com/polygon-io-public/assets/news/logos/zacks.png', 'favicon_url': 'https://storage.googleapis.com/polygon-io-public/assets/news/favicons/zacks.ico'}",Consumer Spending Increased in March,Zacks Equity Research,2021-04-30T13:58:00Z,http://www.zacks.com/stock/news/1479110/consumer-spending-increased-in-march?cid=CS-ZC-FT-economic_highlights-1479110,"['XOM', 'CVX', 'CLX', 'PSX']",https://staticx-tuner.zacks.com/images/articles/main/9a/68.jpg,Consumer Spending Increased in March,,https://www.zacks.com/amp/stock/news/1479110/consumer-spending-increased-in-march
13,-4VsxDuywCaWGtnD6JZwgcggZp-CBxTPqxHv_ZkPDbE,"{'name': 'Zacks Investment Research', 'homepage_url': 'https://www.zacks.com/', 'logo_url': 'https://storage.googleapis.com/polygon-io-public/assets/news/logos/zacks.png', 'favicon_url': 'https://storage.googleapis.com/polygon-io-public/assets/news/favicons/zacks.ico'}",Stimmy Checks Bring Record Personal Income: +21.1%,Mark Vickery,2021-04-30T14:29:00Z,http://www.zacks.com/stock/news/1479017/stimmy-checks-bring-record-personal-income-%2B211?cid=CS-ZC-FT-ahead_of_wall_street-1479017,"['XOM', 'CVX', 'CLX', 'PSX']",https://staticx-tuner.zacks.com/images/articles/main/de/4178.jpg,"These figures reach all the way back to 1959, and only twice before has this monthly read ever gotten above 10%.",,https://www.zacks.com/amp/stock/news/1479017/stimmy-checks-bring-record-personal-income-211
14,g2rXFayN2Ux31XKXJnH32Cs0esIlkfrhZflgZItRn2Y,"{'name': 'Zacks Investment Research', 'homepage_url': 'https://www.zacks.com/', 'logo_url': 'https://storage.googleapis.com/polygon-io-public/assets/news/logos/zacks.png', 'favicon_url': 'https://storage.googleapis.com/polygon-io-public/assets/news/favicons/zacks.ico'}",Phillips 66 (PSX) Q1 Earnings Beat on Higher Refining Margin,Zacks Equity Research,2021-04-30T16:23:00Z,http://www.zacks.com/stock/news/1479621/phillips-66-psx-q1-earnings-beat-on-higher-refining-margin?cid=CS-ZC-FT-analyst_blog|earnings_article-1479621,"['HEP', 'PSX', 'FI', 'CAPL']",https://staticx-tuner.zacks.com/images/articles/main/cd/415.jpg,Severe impact of winter storms in the Gulf Coast and Central regions affects Phillips 66's (PSX) operations.,,https://www.zacks.com/amp/stock/news/1479621/phillips-66-psx-q1-earnings-beat-on-higher-refining-margin
15,m9WecoxW1lGxwxz2aFqvIf9hmi1BVHmmfCN2bXzmrBY,"{'name': 'The Motley Fool', 'homepage_url': 'https://www.fool.com/', 'logo_url': 'https://storage.googleapis.com/polygon-io-public/assets/news/logos/themotleyfool.svg', 'favicon_url': 'https://storage.googleapis.com/polygon-io-public/assets/news/favicons/themotleyfool.ico'}",Phillips 66 (PSX) Q1 2021 Earnings Call Transcript,newsfeedback@fool.com (Motley Fool Transcribers),2021-05-01T00:00:51Z,https://www.fool.com/earnings/call-transcripts/2021/04/30/phillips-66-psx-q1-2021-earnings-call-transcript/?source=iedfolrf0000001,['PSX'],https://g.foolcdn.com/editorial/images/1/featured-transcript-logo-template.jpg,"PSX earnings call for the period ending March 31, 2021.",['earningscall-transcripts'],https://www.fool.com/amp/earnings/call-transcripts/2021/04/30/phillips-66-psx-q1-2021-earnings-call-transcript/
16,2A0nbseo-bEdr0ECt4Mpm-73dDNPfLApuiCDTRx8COA,"{'name': 'Benzinga', 'homepage_url': 'https://www.benzinga.com/', 'logo_url': 'https://storage.googleapis.com/polygon-io-public/assets/news/logos/benzinga.svg', 'favicon_url': 'https://storage.googleapis.com/polygon-io-public/assets/news/favicons/benzinga.ico'}",Phillips 66's Debt Overview,Benzinga Insights,2021-05-03T14:04:06Z,https://www.benzinga.com/news/21/05/20915816/phillips-66s-debt-overview,['PSX'],https://cdn.benzinga.com/files/imagecache/og_image_social_share_1200x630/sites/all/themes/bz2/images/bz-icon.png,"Shares of Phillips 66 (NYSE:PSX) increased by 14.50% in the past three months. Before having a look at the importance of debt, let us look at how much debt Phillips 66 has.
Phillips 66's Debt
According to the Phillips 66's most recent financial statement as reported on April 30, 2021, total debt is at $15.42 billion, with $14.91 billion in long-term debt and $516.00 million in current debt. Adjusting for $1.35 billion in cash-equivalents, the company has a net debt of $14.07 billion.
Let's define some of the terms we used in the paragraph above. Current debt is the portion of a company's debt which is due within 1 year, while long-term ...Full story available on Benzinga.com","['News', 'Intraday Update', 'Markets']",https://amp.benzinga.com/amp/content/20915816
17,dWDUotlO9doEndxW1eNf2xqGC-Pxp7TcuLOn47GNggs,"{'name': 'Seeking Alpha', 'homepage_url': 'https://seekingalpha.com/', 'logo_url': 'https://storage.googleapis.com/polygon-io-public/assets/news/logos/seekingalpha.svg', 'favicon_url': 'https://storage.googleapis.com/polygon-io-public/assets/news/favicons/seekingalpha.ico'}",Kiplinger And Barron's 75 Top Stocks For 2021 Show 17 As May Flies,Fredrik Arnold,2021-05-04T07:37:15Z,https://seekingalpha.com/article/4423926-kiplinger-barrons-75-top-stocks-for-2021-show-17-may-flies?source=feed,"['ABBV', 'ARCC', 'BKR', 'CFG', 'CVX', 'DSL', 'DVN', 'DX', 'EIX', 'EPD', 'FOF', 'GLAD', 'LTC', 'LYB', 'MAIN', 'MPC', 'NI', 'OKE', 'PBC', 'PSEC', 'PSX', 'STAG', 'T', 'TBB', 'TBC', 'TEAF', 'VLO', 'WMB']",https://static.seekingalpha.com/uploads/2021/5/4/748328-1620101896195558_origin.png,"October-December Kiplinger Today published four articles: 11 Best Monthly Dividend[s], 21 Best Stocks, 11 Dividend Growth Stocks, and 25 Dividend Stocks Analysts Love.",,https://seekingalpha.com/amp/article/4423926-kiplinger-barrons-75-top-stocks-for-2021-show-17-may-flies
18,i0sL340ytvoxq23NlSMTLvLry19hpzvU3nEi-WT-zBk,"{'name': 'Seeking Alpha', 'homepage_url': 'https://seekingalpha.com/', 'logo_url': 'https://storage.googleapis.com/polygon-io-public/assets/news/logos/seekingalpha.svg', 'favicon_url': 'https://storage.googleapis.com/polygon-io-public/assets/news/favicons/seekingalpha.ico'}",3 Hot Dividend Stocks For The Great Reopening,Robert & Sam Kovacs,2021-05-07T14:30:59Z,https://seekingalpha.com/article/4425498-buy-alert-3-hot-dividend-stocks-for-great-reopening?source=feed,"['AAPL', 'AFL', 'CVX', 'ESS', 'OKE', 'OZK', 'PFE', 'PRU', 'PSX', 'RGA', 'SPY', 'TSLA', 'TXN', 'XEC', 'XLE']",https://static.seekingalpha.com/cdn/s3/uploads/getty_images/104793388/medium_image_104793388.jpg,"The great reopening is just round the corner. Markets are flush with easy money, and pent-up savings will fuel an economic boom. Watch these 3 dividend stocks.",,https://seekingalpha.com/amp/article/4425498-buy-alert-3-hot-dividend-stocks-for-great-reopening
19,MlAWqh2l8F9uTHRYafc0ez-xvdv_g16uYVN9hRM_DcM,"{'name': 'Benzinga', 'homepage_url': 'https://www.benzinga.com/', 'logo_url': 'https://storage.googleapis.com/polygon-io-public/assets/news/logos/benzinga.svg', 'favicon_url': 'https://storage.googleapis.com/polygon-io-public/assets/news/favicons/benzinga.ico'}",Red-Hot Renewable Diesel Encouraging Producers To Buy Into Upstream Supply Chains,FreightWaves,2021-05-14T14:43:28Z,https://www.benzinga.com/news/21/05/21123658/red-hot-renewable-diesel-encouraging-producers-to-buy-into-upstream-supply-chains,['PSX'],https://cdn.benzinga.com/files/imagecache/og_image_social_share_1200x630/images/story/2012/tank-3374024_1920_0.jpg,"It was the sort of deal that is a shocker because it goes completely against the trend in the oil business.

The transaction in question was the recent announcement by Phillips 66 (NYSE: PSX) that it was going to ""reverse integrate"" its renewable diesel operations. In doing so, the company sent two messages.

One, which it had already signaled but reaffirmed with the move, is that renewable diesel is extremely important to the U.S. refining sector. 

The second is that to make renewable diesel, you need feedstocks. And companies with big renewable diesel plans need to worry about that. 

What Phillips 66 did was become a minority owner of Shell Rock Soy Processing, based in Iowa. Shell Rock is building a facility in northeast Iowa where it will turn soybeans into soybean oil. That oil is then used as a feedstock to make renewable diesel. 

In the statement announcing the investment, Brian Mandell, Phillips 66's executive vice president of marketing and commercial, said the investment in Shell Rock ""expands our reach into the renewable diesel value chain and provides secure feedstock.""

The investment can be seen as reverse integration because it takes a downstream processor of mostly petroleum feedstocks — Phillips 66 — and goes upstream into owning the production of at least one of those feedstocks, soy oil.

That's notable because Phillips 66 has existed in its current form only since 2012. That year, ConocoPhillips spun off its refining assets into a separate company, turning what had been a giant integrated company into two separate units. One of them kept the ConocoPhillips name and just produces oil and natural gas, without any processing of them. The second, Phillips 66, refines oil into petroleum products, supplied with crude and other feedstocks from a variety of sources, including ConocoPhillips.

What was also notable about the Phillips 66 soybean deal is it took place at about the same time that another supplier of diesel fuel was finishing up a similar transaction.

That one did not involve a refiner. Instead, it saw Love's truck stop chain, and its trading arm Musket, enter into a deal with Cargill to build a new production plant in Nebraska. But instead of soybeans, animal fat, or tallow, will be the feedstock. Musket will market renewable diesel ...Full story available on Benzinga.com","['News', 'Commodities', 'Markets', 'General']",https://amp.benzinga.com/amp/content/21123658
20,fs8FqYr7CDEpTmeDPJLfeWzXztmRZfXR3m_2g5lC60I,"{'name': 'MarketWatch', 'homepage_url': 'https://www.marketwatch.com/', 'logo_url': 'https://storage.googleapis.com/polygon-io-public/assets/news/logos/marketwatch.svg', 'favicon_url': 'https://storage.googleapis.com/polygon-io-public/assets/news/favicons/marketwatch.ico'}",These energy stocks are expected by Wall Street to rise up to 37% over the next year,MarketWatch,2021-05-21T11:08:00Z,http://www.marketwatch.com/news/story.asp?guid=%7B20C05575-04D4-B545-743A-B9739A20E424%7D&siteid=rss&rss=1,"['TSLA', 'MID', 'AMZN', 'XOM', 'CVX', 'GPRE', 'TALO', 'WMB', 'VLO', 'PSX']",https://images.mktw.net/im-341546/social,A growing economy has helped lift oil prices 31% this  year.,,https://www.marketwatch.com/amp/story/these-energy-stocks-are-expected-by-wall-street-to-rise-up-to-37-over-the-next-year-11621529424
21,9Ig7rpxL6iyVtdF9gRrM5bIpKXi8iYjdCnIrTiD5OUI,"{'name': 'Zacks Investment Research', 'homepage_url': 'https://www.zacks.com/', 'logo_url': 'https://storage.googleapis.com/polygon-io-public/assets/news/logos/zacks.png', 'favicon_url': 'https://storage.googleapis.com/polygon-io-public/assets/news/favicons/zacks.ico'}",Halliburton (HAL) Gets Rejection Over Executive Compensation,Zacks Equity Research,2021-05-27T09:48:00Z,http://www.zacks.com/stock/news/1613106/halliburton-hal-gets-rejection-over-executive-compensation?cid=CS-ZC-FT-analyst_blog|company_news_-_energy_sector-1613106,"['HAL', 'SU', 'PSX', 'SBOW']",https://staticx-tuner.zacks.com/images/articles/main/e5/295.jpg,"Halliburton (HAL) faces a defeat from shareholders on executive pay plans, with nearly 53% of votes cast against its pay program.",,https://www.zacks.com/amp/stock/news/1613106/halliburton-hal-gets-rejection-over-executive-compensation
22,EvKE_1z1I95ncbNoOEyUAOOJpYzyO16NGgCijhsuveQ,"{'name': 'Seeking Alpha', 'homepage_url': 'https://seekingalpha.com/', 'logo_url': 'https://storage.googleapis.com/polygon-io-public/assets/news/logos/seekingalpha.svg', 'favicon_url': 'https://storage.googleapis.com/polygon-io-public/assets/news/favicons/seekingalpha.ico'}","Exxon, Chevron, Shell: Death By ESG",Michael Boyd,2021-05-28T09:44:04Z,https://seekingalpha.com/article/4431884-exxon-chevron-shell-death-by-esg?source=feed,"['BLK', 'BP', 'CNQ', 'COP', 'CVX', 'DVN', 'EC', 'EQNR', 'IMO', 'IWM', 'MPC', 'OXY', 'PSX', 'PTR', 'RDS.A', 'RDS.B', 'SPY', 'SSL', 'SU', 'TOT', 'VLO', 'XOM']",https://static.seekingalpha.com/cdn/s3/uploads/getty_images/1208927668/medium_image_1208927668.jpg,"Oil supermajors have been under attack in recent weeks, both in the boardroom and in the court system. Reaching climate goals is a partnership, not via a war against old school oil & gas.",,https://seekingalpha.com/amp/article/4431884-exxon-chevron-shell-death-by-esg
23,WQO1KAW6uLzBRNiAvYEv3DhzA0eEeGBcqebqLavfrXg,"{'name': 'The Motley Fool', 'homepage_url': 'https://www.fool.com/', 'logo_url': 'https://storage.googleapis.com/polygon-io-public/assets/news/logos/themotleyfool.svg', 'favicon_url': 'https://storage.googleapis.com/polygon-io-public/assets/news/favicons/themotleyfool.ico'}",These Underrated Energy Stocks Are Poised for a Rebound,newsfeedback@fool.com (Neha Chamaria),2021-06-20T12:06:00Z,https://www.fool.com/investing/2021/06/20/these-energy-stocks-are-poised-for-a-rebound/,"['BEP', 'PSX', 'XEL', 'BEPC']",https://g.foolcdn.com/editorial/images/630816/workers-inspecting-solar-panels-with-wind-turbines-in-the-background.jpg,Pay attention to these top-notch energy stocks that are flying under the market's radar.,['investing'],https://www.fool.com/amp/investing/2021/06/20/these-energy-stocks-are-poised-for-a-rebound/
