,id,publisher,title,author,published_utc,article_url,tickers,description,amp_url,image_url,keywords
0,QIBvSAG2-85dpBi5wzOdUKNfA26Sx7Id6Yrb3T6Ly1o,"{'name': 'Zacks Investment Research', 'homepage_url': 'https://www.zacks.com/', 'logo_url': 'https://s3.polygon.io/public/assets/news/logos/zacks.png', 'favicon_url': 'https://s3.polygon.io/public/assets/news/favicons/zacks.ico'}",Dow Stays in Record Territory to Start Short Week,Jim Giaquinto,2021-02-17T14:15:00Z,https://www.zacks.com/registration/ultimatetrader/welcome/eoffer/30c3?adid=ZU_CONTENT_SYND&cid=CS-ZC-FT-zucommentary-28337,"['BABA', 'VIRT', 'SWKS', 'MAR', 'INTU', 'NUAN', 'F', 'CWH', 'TMHC', 'EMKR', 'PRIM', 'TEX', 'SQ', 'CDAY', 'HTHT', 'VLO', 'XPO', 'CCJ', 'SLB', 'JO', 'TAL', 'TDC', 'VSAT', 'NIB', 'BMRN', 'AA', 'VSTO', 'KBH', 'SAVA', 'X', 'HEXO', 'ACB']",Dow Stays in Record Territory to Start Short Week,,,
1,7_aYA8hZ7AddVBq2cMkKE4PIjl7ZMmPkTy0C-16krvE,"{'name': 'Zacks Investment Research', 'homepage_url': 'https://www.zacks.com/', 'logo_url': 'https://s3.polygon.io/public/assets/news/logos/zacks.png', 'favicon_url': 'https://s3.polygon.io/public/assets/news/favicons/zacks.ico'}",Resilient Dow Stays at Record Despite Margin Call Volatility,Jim Giaquinto,2021-03-30T14:15:00Z,https://www.zacks.com/registration/ultimatetrader/welcome/eoffer/30c3?adid=ZU_CONTENT_SYND&cid=CS-ZC-FT-zucommentary-28849,"['VLO', 'TMHC', 'DB', 'AXL', 'AA', 'CVA', 'GRPN', 'REZI', 'X', 'TAL', 'NEO', 'TDC', 'CS', 'NMR']",Resilient Dow Stays at Record Despite Margin Call Volatility,,,
2,ymSOCK175fL4uJW-CFsBEG9boWEVHWTKS8LuC7XQiTU,"{'name': 'Zacks Investment Research', 'homepage_url': 'https://www.zacks.com/', 'logo_url': 'https://s3.polygon.io/public/assets/news/logos/zacks.png', 'favicon_url': 'https://s3.polygon.io/public/assets/news/favicons/zacks.ico'}","S&P, Dow Close at New Highs After Impressive Jobs Report",Jim Giaquinto,2021-04-06T14:15:00Z,https://www.zacks.com/registration/ultimatetrader/welcome/eoffer/30c3?adid=ZU_CONTENT_SYND&cid=CS-ZC-FT-zucommentary-28911,"['PRGS', 'CBSH', 'SAIC', 'SC', 'VLO', 'UNFI', 'HD', 'X', 'OMI', 'AMKR', 'GRPN', 'CVA', 'REZI', 'JEF', 'KBH', 'OLN', 'GOOG', 'FB', 'AAPL', 'AMZN', 'TSLA', 'MSFT']","S&P, Dow Close at New Highs After Impressive Jobs Report",,,
3,2DyNFnywF1QeWzXLgqy7Gsa2Rq8rG4fhaJY15AZ48x4,"{'name': 'Zacks Investment Research', 'homepage_url': 'https://www.zacks.com/', 'logo_url': 'https://s3.polygon.io/public/assets/news/logos/zacks.png', 'favicon_url': 'https://s3.polygon.io/public/assets/news/favicons/zacks.ico'}",Stocks Slip from Highs in Groggy Start to Week,Jim Giaquinto,2021-04-20T14:15:00Z,https://www.zacks.com/registration/ultimatetrader/welcome/eoffer/30c3?adid=ZU_CONTENT_SYND&cid=CS-ZC-FT-zucommentary-29071,"['SNA', 'AYI', 'CBSH', 'JBL', 'XOM', 'VLO', 'UNFI', 'ANF', 'CNHI', 'MPC', 'TOL', 'JPM', 'GS', 'KO', 'IBM', 'NFLX', 'JNJ', 'PG', 'ABT']",Stocks Slip from Highs in Groggy Start to Week,,,
4,n35A9wl_qatjm0PSDE6bFswYq_Z5E_DK6HXu2wCcQd8,"{'name': 'The Motley Fool', 'homepage_url': 'https://www.fool.com/', 'logo_url': 'https://storage.googleapis.com/polygon-io-public/assets/news/logos/themotleyfool.svg', 'favicon_url': 'https://storage.googleapis.com/polygon-io-public/assets/news/favicons/themotleyfool.ico'}",Valero Energy (VLO) Q1 2021 Earnings Call Transcript,newsfeedback@fool.com (Motley Fool Transcribing),2021-04-22T17:30:45Z,https://www.fool.com/earnings/call-transcripts/2021/04/22/valero-energy-vlo-q1-2021-earnings-call-transcript/?source=iedfolrf0000001,['VLO'],"VLO earnings call for the period ending March 31, 2021.",https://www.fool.com/amp/earnings/call-transcripts/2021/04/22/valero-energy-vlo-q1-2021-earnings-call-transcript/,https://g.foolcdn.com/editorial/images/1/featured-transcript-logo-template.jpg,['earningscall-transcripts']
5,Pe6IRq1Xh2g9btbUrqhJMpC-yKfHE9YtfK3w5ozbk1A,"{'name': 'Seeking Alpha', 'homepage_url': 'https://seekingalpha.com/', 'logo_url': 'https://storage.googleapis.com/polygon-io-public/assets/news/logos/seekingalpha.svg', 'favicon_url': 'https://storage.googleapis.com/polygon-io-public/assets/news/favicons/seekingalpha.ico'}",Wall Street Breakfast: Tax The Rich,Wall Street Breakfast,2021-04-23T11:28:29Z,https://seekingalpha.com/article/4420850-wall-street-breakfast-tax-rich?source=feed,"['AMZN', 'TSLA', 'JNJ', 'C', 'AAL', 'T', 'BIIB', 'BX', 'DOW', 'FCX', 'INTC', 'MAT', 'SNAP', 'LUV', 'VLO', 'PFE', 'BNTX']","Listen on the go! A daily podcast of Wall Street Breakfast will be available by 8:00 a.m. on Seeking Alpha, iTunes, Stitcher and Spotify.",https://seekingalpha.com/amp/article/4420850-wall-street-breakfast-tax-rich,https://static.seekingalpha.com/assets/og_image_1200-29b2bfe1a595477db6826bd2126c63ac2091efb7ec76347a8e7f81ba17e3de6c.png,
6,xwGujeJp5mFhgxt0aq3JefpSnEXQn-bFchX8L8Mo6V8,"{'name': 'Zacks Investment Research', 'homepage_url': 'https://www.zacks.com/', 'logo_url': 'https://storage.googleapis.com/polygon-io-public/assets/news/logos/zacks.png', 'favicon_url': 'https://storage.googleapis.com/polygon-io-public/assets/news/favicons/zacks.ico'}","Oil & Gas Stock Roundup: Q1 Earnings From SLB, HAL, BKR, KMI & VLO",Nilanjan Choudhury,2021-04-28T12:02:00Z,http://www.zacks.com/stock/news/1466827/oil-gas-stock-roundup-q1-earnings-from-slb-hal-bkr-kmi-vlo?cid=CS-ZC-FT-analyst_blog|stock_roundup-1466827,"['RIG', 'VLO', 'SLB', 'HAL', 'KMI', 'BKR']","Energy companies Schlumberger (SLB), Halliburton (HAL), Baker Hughes (BKR), Kinder Morgan (KMI) and Valero Energy (VLO) reported March-quarter earnings, wherein each outperformed the Zacks Consensus Estimate.",https://www.zacks.com/amp/stock/news/1466827/oil-gas-stock-roundup-q1-earnings-from-slb-hal-bkr-kmi-vlo,https://staticx-tuner.zacks.com/images/articles/main/7a/2381.jpg,
7,dWDUotlO9doEndxW1eNf2xqGC-Pxp7TcuLOn47GNggs,"{'name': 'Seeking Alpha', 'homepage_url': 'https://seekingalpha.com/', 'logo_url': 'https://storage.googleapis.com/polygon-io-public/assets/news/logos/seekingalpha.svg', 'favicon_url': 'https://storage.googleapis.com/polygon-io-public/assets/news/favicons/seekingalpha.ico'}",Kiplinger And Barron's 75 Top Stocks For 2021 Show 17 As May Flies,Fredrik Arnold,2021-05-04T07:37:15Z,https://seekingalpha.com/article/4423926-kiplinger-barrons-75-top-stocks-for-2021-show-17-may-flies?source=feed,"['ABBV', 'ARCC', 'BKR', 'CFG', 'CVX', 'DSL', 'DVN', 'DX', 'EIX', 'EPD', 'FOF', 'GLAD', 'LTC', 'LYB', 'MAIN', 'MPC', 'NI', 'OKE', 'PBC', 'PSEC', 'PSX', 'STAG', 'T', 'TBB', 'TBC', 'TEAF', 'VLO', 'WMB']","October-December Kiplinger Today published four articles: 11 Best Monthly Dividend[s], 21 Best Stocks, 11 Dividend Growth Stocks, and 25 Dividend Stocks Analysts Love.",https://seekingalpha.com/amp/article/4423926-kiplinger-barrons-75-top-stocks-for-2021-show-17-may-flies,https://static.seekingalpha.com/uploads/2021/5/4/748328-1620101896195558_origin.png,
8,TuTf5VrHvBGPU25cVDPNy4oXxWqGNJZUdZVedXnbAwo,"{'name': 'Zacks Investment Research', 'homepage_url': 'https://www.zacks.com/', 'logo_url': 'https://storage.googleapis.com/polygon-io-public/assets/news/logos/zacks.png', 'favicon_url': 'https://storage.googleapis.com/polygon-io-public/assets/news/favicons/zacks.ico'}",Oil & Gas Stock Roundup: Breaking Down Big Oil Q1 Earnings,Nilanjan Choudhury,2021-05-05T11:03:00Z,http://www.zacks.com/stock/news/1503892/oil-gas-stock-roundup-breaking-down-big-oil-q1-earnings?cid=CS-ZC-FT-analyst_blog|stock_roundup-1503892,"['XOM', 'RIG', 'TOT', 'VLO', 'CVX', 'BP', 'RDS.A']","Energy supermajors ExxonMobil (XOM), Royal Dutch Shell (RDS.A), BP plc (BP) and TOTAL SE (TOT) turned in a better-than-expected first-quarter bottom line helped by higher commodity prices.",https://www.zacks.com/amp/stock/news/1503892/oil-gas-stock-roundup-breaking-down-big-oil-q1-earnings,https://staticx-tuner.zacks.com/images/articles/main/d4/1323.jpg,
9,WdrlVvorn8zx20FVVtdJFM0VY54QJPu3BqQRlUoY_h0,"{'name': 'Zacks Investment Research', 'homepage_url': 'https://www.zacks.com/', 'logo_url': 'https://storage.googleapis.com/polygon-io-public/assets/news/logos/zacks.png', 'favicon_url': 'https://storage.googleapis.com/polygon-io-public/assets/news/favicons/zacks.ico'}",The Colonial Pipeline Outage: Here's What You Need to Know,Nilanjan Choudhury,2021-05-13T11:15:00Z,http://www.zacks.com/stock/news/1545413/the-colonial-pipeline-outage-heres-what-you-need-to-know?cid=CS-ZC-FT-analyst_blog|industry_focus-1545413,"['TOT', 'VLO', 'RDS.A', 'AAL', 'PBF', 'MPC', 'KMI']","Industry observers believe that PBF Energy (PBF), a refiner with a large footprint in the Northeast, could benefit from the Colonial Pipeline downtime, while Marathon Petroleum (MPC) could lose millions in revenues.",https://www.zacks.com/amp/stock/news/1545413/the-colonial-pipeline-outage-heres-what-you-need-to-know,https://staticx-tuner.zacks.com/images/articles/main/04/1137.jpg,
10,FGu9cUW2iXAHq0PfMV1nmQgOxzE7oewIZLTrz5eUixE,"{'name': 'Zacks Investment Research', 'homepage_url': 'https://www.zacks.com/', 'logo_url': 'https://storage.googleapis.com/polygon-io-public/assets/news/logos/zacks.png', 'favicon_url': 'https://storage.googleapis.com/polygon-io-public/assets/news/favicons/zacks.ico'}","The Zacks Analyst Blog Highlights: Royal Dutch Shell, Valero Energy, PBF Energy, Kinder Morgan and Marathon Petroleum",Zacks Equity Research,2021-05-14T11:19:00Z,http://www.zacks.com/stock/news/1550432/the-zacks-analyst-blog-highlights-royal-dutch-shell-valero-energy-pbf-energy-kinder-morgan-and-marathon-petroleum?cid=CS-ZC-FT-press_releases-1550432,"['VLO', 'RDS.A', 'PBF', 'MPC', 'KMI']","The Zacks Analyst Blog Highlights: Royal Dutch Shell, Valero Energy, PBF Energy, Kinder Morgan and Marathon Petroleum",https://www.zacks.com/amp/stock/news/1550432/the-zacks-analyst-blog-highlights-royal-dutch-shell-valero-energy-pbf-energy-kinder-morgan-and-marathon-petroleum,https://staticx-tuner.zacks.com/images/articles/main/43/1420.jpg,
11,fs8FqYr7CDEpTmeDPJLfeWzXztmRZfXR3m_2g5lC60I,"{'name': 'MarketWatch', 'homepage_url': 'https://www.marketwatch.com/', 'logo_url': 'https://storage.googleapis.com/polygon-io-public/assets/news/logos/marketwatch.svg', 'favicon_url': 'https://storage.googleapis.com/polygon-io-public/assets/news/favicons/marketwatch.ico'}",These energy stocks are expected by Wall Street to rise up to 37% over the next year,MarketWatch,2021-05-21T11:08:00Z,http://www.marketwatch.com/news/story.asp?guid=%7B20C05575-04D4-B545-743A-B9739A20E424%7D&siteid=rss&rss=1,"['TSLA', 'MID', 'AMZN', 'XOM', 'CVX', 'GPRE', 'TALO', 'WMB', 'VLO', 'PSX']",A growing economy has helped lift oil prices 31% this  year.,https://www.marketwatch.com/amp/story/these-energy-stocks-are-expected-by-wall-street-to-rise-up-to-37-over-the-next-year-11621529424,https://images.mktw.net/im-341546/social,
12,YJb2jqp4wiUcjHzlv3xn-UDySHi9PDaM1nOvhrgvffI,"{'name': 'Investing.com', 'homepage_url': 'https://www.investing.com/', 'logo_url': 'https://storage.googleapis.com/polygon-io-public/assets/news/logos/investing.png', 'favicon_url': 'https://storage.googleapis.com/polygon-io-public/assets/news/favicons/investing.ico'}",The Oil Patch Offers Yield Opportunities,Contrarian Outlook,2021-05-28T09:09:00Z,https://www.investing.com/analysis/the-oil-patch-offers-yield-opportunities-200582940,"['CVX', 'VLO', 'AMLP', 'ETRN', 'AM', 'AROC']",,https://m.investing.com/analysis/the-oil-patch-offers-yield-opportunities-200582940?ampMode=1,https://i-invdn-com.akamaized.net/redesign/images/seo/investingcom_analysis_og.jpg,
13,EvKE_1z1I95ncbNoOEyUAOOJpYzyO16NGgCijhsuveQ,"{'name': 'Seeking Alpha', 'homepage_url': 'https://seekingalpha.com/', 'logo_url': 'https://storage.googleapis.com/polygon-io-public/assets/news/logos/seekingalpha.svg', 'favicon_url': 'https://storage.googleapis.com/polygon-io-public/assets/news/favicons/seekingalpha.ico'}","Exxon, Chevron, Shell: Death By ESG",Michael Boyd,2021-05-28T09:44:04Z,https://seekingalpha.com/article/4431884-exxon-chevron-shell-death-by-esg?source=feed,"['BLK', 'BP', 'CNQ', 'COP', 'CVX', 'DVN', 'EC', 'EQNR', 'IMO', 'IWM', 'MPC', 'OXY', 'PSX', 'PTR', 'RDS.A', 'RDS.B', 'SPY', 'SSL', 'SU', 'TOT', 'VLO', 'XOM']","Oil supermajors have been under attack in recent weeks, both in the boardroom and in the court system. Reaching climate goals is a partnership, not via a war against old school oil & gas.",https://seekingalpha.com/amp/article/4431884-exxon-chevron-shell-death-by-esg,https://static.seekingalpha.com/cdn/s3/uploads/getty_images/1208927668/medium_image_1208927668.jpg,
14,eeZPO-mwcZo3tRTi5dXThD1R29T19XE5WyAuRb-Cv-g,"{'name': 'Zacks Investment Research', 'homepage_url': 'https://www.zacks.com/', 'logo_url': 'https://storage.googleapis.com/polygon-io-public/assets/news/logos/zacks.png', 'favicon_url': 'https://storage.googleapis.com/polygon-io-public/assets/news/favicons/zacks.ico'}",Valero Energy (VLO) Stock Sinks As Market Gains: What You Should Know,Zacks Equity Research,2021-06-04T21:50:20Z,https://www.zacks.com/stock/news/1657037/valero-energy-vlo-stock-sinks-as-market-gains-what-you-should-know,['VLO'],"In the latest trading session, Valero Energy (VLO) closed at $83.24, marking a -0.1% move from the previous day.",https://www.zacks.com/amp/stock/news/1657037/valero-energy-vlo-stock-sinks-as-market-gains-what-you-should-know,https://staticx-tuner.zacks.com/images/default_article_images/default25.jpg,
15,pkwlcih4Da8Wq8Ql9MV_ysSw2dqkUHkAAyrsL8MwVsE,"{'name': 'Investing.com', 'homepage_url': 'https://www.investing.com/', 'logo_url': 'https://storage.googleapis.com/polygon-io-public/assets/news/logos/investing.png', 'favicon_url': 'https://storage.googleapis.com/polygon-io-public/assets/news/favicons/investing.ico'}",Is SPDR Portfolio S&P 500 High Dividend ETF (SPYD) a Strong ETF Right Now?,Zacks Investment Research,2021-06-07T10:20:00Z,https://www.investing.com/analysis/is-spdr-portfolio-sp-500-high-dividend-etf-spyd-a-strong-etf-right-now-200584592,"['STT', 'HFC', 'COP', 'VLO']",,https://m.investing.com/analysis/is-spdr-portfolio-sp-500-high-dividend-etf-spyd-a-strong-etf-right-now-200584592?ampMode=1,https://i-invdn-com.investing.com/redesign/images/seo/investingcom_analysis_og.jpg,
16,U_EqlLyjnk5U1cpCtTs5NRbw8Nh3xew26c1lIr1aU2U,"{'name': 'Zacks Investment Research', 'homepage_url': 'https://www.zacks.com/', 'logo_url': 'https://storage.googleapis.com/polygon-io-public/assets/news/logos/zacks.png', 'favicon_url': 'https://storage.googleapis.com/polygon-io-public/assets/news/favicons/zacks.ico'}",Is SPDR Portfolio S&P 500 High Dividend ETF (SPYD) a Strong ETF Right Now?,Zacks Equity Research,2021-06-07T10:20:02Z,https://www.zacks.com/stock/news/1668887/is-spdr-portfolio-sp-500-high-dividend-etf-spyd-a-strong-etf-right-now,"['SPYD', 'VLO', 'COP', 'HFC', 'VTV', 'IWD']",Smart Beta ETF report for SPYD,https://www.zacks.com/amp/stock/news/1668887/is-spdr-portfolio-sp-500-high-dividend-etf-spyd-a-strong-etf-right-now,https://staticx-tuner.zacks.com/images/default_article_images/default7.jpg,
17,y7Rzemou9iMvrG7R6JP-dUfmD4rHL_LnorXZlIJkHj0,"{'name': 'Zacks Investment Research', 'homepage_url': 'https://www.zacks.com/', 'logo_url': 'https://storage.googleapis.com/polygon-io-public/assets/news/logos/zacks.png', 'favicon_url': 'https://storage.googleapis.com/polygon-io-public/assets/news/favicons/zacks.ico'}",Valero Energy (VLO) Stock Sinks As Market Gains: What You Should Know,Zacks Equity Research,2021-06-11T21:50:21Z,https://www.zacks.com/stock/news/1692655/valero-energy-vlo-stock-sinks-as-market-gains-what-you-should-know,['VLO'],"Valero Energy (VLO) closed the most recent trading day at $81.29, moving -0.79% from the previous trading session.",https://www.zacks.com/amp/stock/news/1692655/valero-energy-vlo-stock-sinks-as-market-gains-what-you-should-know,https://staticx-tuner.zacks.com/images/default_article_images/default39.jpg,
18,YoRUUuMBr4zIygsHOhqs4ODaVEmjkHCDoi_ukWZ3cRA,"{'name': 'MarketWatch', 'homepage_url': 'https://www.marketwatch.com/', 'logo_url': 'https://storage.googleapis.com/polygon-io-public/assets/news/logos/marketwatch.svg', 'favicon_url': 'https://storage.googleapis.com/polygon-io-public/assets/news/favicons/marketwatch.ico'}","These energy and EV stocks can still benefit from Biden’s infrastructure plan, Citi says",MarketWatch,2021-06-14T17:09:00Z,https://www.marketwatch.com/story/infrastructure-talks-are-faltering-but-these-stocks-can-still-benefit-from-the-biden-plan-citi-says-11623669739,"['XOM', 'BKR', 'SLB', 'GTLS', 'VLO', 'KMI', 'MTZ', 'FLR', 'GE', 'ROK', 'MMM', 'VNT', 'DOV', 'EMR', 'KBR', 'COMP', 'TSLA', 'NVAX']","In our call of the day, Citi strategists looked at the prospects for Biden’s infrastructure plans and the stocks that are likely to benefit.",https://www.marketwatch.com/amp/story/infrastructure-talks-are-faltering-but-these-stocks-can-still-benefit-from-the-biden-plan-citi-says-11623669739,https://images.mktw.net/im-353541/social,
19,3jYdATu-MsQewesuR4HtM26bCsw5jHTXUCeusc1K9tM,"{'name': 'The Motley Fool', 'homepage_url': 'https://www.fool.com/', 'logo_url': 'https://storage.googleapis.com/polygon-io-public/assets/news/logos/themotleyfool.svg', 'favicon_url': 'https://storage.googleapis.com/polygon-io-public/assets/news/favicons/themotleyfool.ico'}","With Oil Above $70, Here Are 3 Stocks to Buy Right Now",newsfeedback@fool.com (Rekha Khandelwal),2021-06-16T12:11:00Z,https://www.fool.com/investing/2021/06/16/with-oil-above-70-here-are-3-stocks-to-buy-right-n/,"['CVX', 'VLO', 'ENB']","If you're looking for good deals in the energy sector, consider one pipeline operator, one refiner, and one integrated oil and natural gas giant.",https://www.fool.com/amp/investing/2021/06/16/with-oil-above-70-here-are-3-stocks-to-buy-right-n/,https://g.foolcdn.com/editorial/images/630621/man-wearing-hard-hat-at-an-oil-refinery.jpg,['investing']
20,FJfw1xXh90xZVNoxVlcxllsL7EYbHf80aCDqk_AKXQo,"{'name': 'Benzinga', 'homepage_url': 'https://www.benzinga.com/', 'logo_url': 'https://storage.googleapis.com/polygon-io-public/assets/news/logos/benzinga.svg', 'favicon_url': 'https://storage.googleapis.com/polygon-io-public/assets/news/favicons/benzinga.ico'}",What 11 Analyst Ratings Have To Say About Valero Energy,Benzinga Insights,2021-06-23T15:49:37Z,https://www.benzinga.com/analyst-ratings/21/06/21688118/what-11-analyst-ratings-have-to-say-about-valero-energy,['VLO'],"Within the last quarter, Valero Energy (NYSE:VLO) has observed the following analyst ratings: 




Last 30 Days
1 Month Ago
2 Months Ago
3 Months Ago




Bullish
1
1
1
2


Somewhat Bullish
0
0
1
2


Indifferent
0
0
0
0


Somewhat Bearish
0
0
0
0


Bearish
0
0
0
0




11 analysts offering 12-month price targets in the last 3 months for Valero Energy evaluate the company at an average price target of $95.55 with a high of $119.00 and a low of $80.00. 


This current average has increased by 14.2% from the previous average price target of $83.67. 
Analyst Ratings: What Are They?
Analysts work in ...Full story available on Benzinga.com",https://www.benzinga.com/amp/content/21688118,https://cdn.benzinga.com/files/imagecache/og_image_social_share_1200x630/sites/all/themes/bz2/images/bz-icon.png,['Analyst Ratings']
21,e87HyzJirNb8ne79qXPWn1dDtd_vtBmiIo9O2vwOpm8,"{'name': 'The Motley Fool', 'homepage_url': 'https://www.fool.com/', 'logo_url': 'https://storage.googleapis.com/polygon-io-public/assets/news/logos/themotleyfool.svg', 'favicon_url': 'https://storage.googleapis.com/polygon-io-public/assets/news/favicons/themotleyfool.ico'}","2 Renewable Energy Stocks With 20% or More Upside Potential, According to Wall Street",newsfeedback@fool.com (Rekha Khandelwal),2021-06-24T11:32:00Z,https://www.fool.com/investing/2021/06/24/2-renewable-energy-stocks-with-30-upside-potential/,"['ENPH', 'VLO', 'PSX', 'REGI', 'SEDG']",A biofuel producer and a solar component specialist are well-placed to benefit from a transition toward renewables.,https://www.fool.com/amp/investing/2021/06/24/2-renewable-energy-stocks-with-30-upside-potential/,https://g.foolcdn.com/editorial/images/631123/a-man-chooses-biofuel-at-a-self-service-gas-station.jpg,['investing']
22,01YrvQHV9rA2fdKKHeYcG_mysgLi5gpNfrr5hpzH8qM,"{'name': 'Zacks Investment Research', 'homepage_url': 'https://www.zacks.com/', 'logo_url': 'https://storage.googleapis.com/polygon-io-public/assets/news/logos/zacks.png', 'favicon_url': 'https://storage.googleapis.com/polygon-io-public/assets/news/favicons/zacks.ico'}",Valero Energy (VLO) Outpaces Stock Market Gains: What You Should Know,Zacks Equity Research,2021-06-25T21:50:22Z,https://www.zacks.com/stock/news/1754621/valero-energy-vlo-outpaces-stock-market-gains-what-you-should-know,['VLO'],"Valero Energy (VLO) closed the most recent trading day at $82.09, moving +0.44% from the previous trading session.",https://www.zacks.com/amp/stock/news/1754621/valero-energy-vlo-outpaces-stock-market-gains-what-you-should-know,https://staticx-tuner.zacks.com/images/default_article_images/default43.jpg,
23,4wTnLELo4u4JwJtf_8FCBr2HdvUCMTOd7sVt-DWJfPM,"{'name': 'Seeking Alpha', 'homepage_url': 'https://seekingalpha.com/', 'logo_url': 'https://storage.googleapis.com/polygon-io-public/assets/news/logos/seekingalpha.svg', 'favicon_url': 'https://storage.googleapis.com/polygon-io-public/assets/news/favicons/seekingalpha.ico'}",The Biggest Retail Investor Mistakes (And How I Avoid Them): Cycle Awareness,Cory Cramer,2021-06-30T08:00:12Z,https://seekingalpha.com/article/4437175-the-biggest-retail-investor-mistakes-and-how-i-avoid-them-cycle-awareness,"['AMP', 'CAT', 'MRK', 'MSFT', 'MU', 'SPY', 'USB', 'VLO']",There are different types of cycles investors should be aware of before they buy a stock. Read more to know techniques to avoid holding stocks through deep/extended cyclical down cycles.,https://seekingalpha.com/amp/article/4437175-the-biggest-retail-investor-mistakes-and-how-i-avoid-them-cycle-awareness,https://media.gettyimages.com/photos/arrow-going-down-and-question-mark-and-man-stopping-it-picture-id1179848673?b=1&k=6&m=1179848673&s=170667a&w=0&h=J9qO525RCh6iECbSBuuQ05Mc3msuYNBn3WYWgAwygno=,
24,BHElUmCBpF6DqzzeeZj7_WF833E2ZkiXe65eRPKAwD4,"{'name': 'Zacks Investment Research', 'homepage_url': 'https://www.zacks.com/', 'logo_url': 'https://storage.googleapis.com/polygon-io-public/assets/news/logos/zacks.png', 'favicon_url': 'https://storage.googleapis.com/polygon-io-public/assets/news/favicons/zacks.ico'}",Valero Energy (VLO) Gains But Lags Market: What You Should Know,Zacks Equity Research,2021-07-02T21:50:20Z,https://www.zacks.com/stock/news/1757326/valero-energy-vlo-gains-but-lags-market-what-you-should-know,['VLO'],"In the latest trading session, Valero Energy (VLO) closed at $78.07, marking a +0.33% move from the previous day.",https://www.zacks.com/amp/stock/news/1757326/valero-energy-vlo-gains-but-lags-market-what-you-should-know,https://staticx-tuner.zacks.com/images/default_article_images/default34.jpg,
25,AMLn0-jOt_6oGqKf3pGrtKzHrDNCtEqKJmCpBMuS3bc,"{'name': 'Zacks Investment Research', 'homepage_url': 'https://www.zacks.com/', 'logo_url': 'https://storage.googleapis.com/polygon-io-public/assets/news/logos/zacks.png', 'favicon_url': 'https://storage.googleapis.com/polygon-io-public/assets/news/favicons/zacks.ico'}","Oil & Gas Stock Roundup: Exxon's Q2 Update, Conoco's Upbeat 10-Year Plan & More",Nilanjan Choudhury,2021-07-08T11:00:00Z,https://www.zacks.com/stock/news/1758976/oil-gas-stock-roundup-exxons-q2-update-conocos-upbeat-10-year-plan-more,"['XOM', 'RIG', 'COP', 'EPD', 'VLO', 'EQT', 'EQNR']","Apart from ExxonMobil (XOM) and ConocoPhillips (COP), there were news from EQT Corporation (EQT), Equinor (EQNR) and Enterprise Products Partners (EPD) during the week.",https://www.zacks.com/amp/stock/news/1758976/oil-gas-stock-roundup-exxons-q2-update-conocos-upbeat-10-year-plan-more,https://staticx-tuner.zacks.com/images/articles/main/4a/3664.jpg,
26,modndogYbu_zjYnEg65N9XLBa4ND8ZxiITIVRZy6ic0,"{'name': 'Zacks Investment Research', 'homepage_url': 'https://www.zacks.com/', 'logo_url': 'https://storage.googleapis.com/polygon-io-public/assets/news/logos/zacks.png', 'favicon_url': 'https://storage.googleapis.com/polygon-io-public/assets/news/favicons/zacks.ico'}",Upstream's Ideal Oil Scenario Turns Into Refineries' Nightmare,Kaibalya Pravo Dey,2021-07-08T11:58:00Z,https://www.zacks.com/stock/news/1759043/upstreams-ideal-oil-scenario-turns-into-refineries-nightmare,"['COP', 'HES', 'VLO', 'MPC', 'HFC']","Crude prices have surged from last year's historic crash, in turn boosting the bottom line of companies like ConocoPhillips (COP), Hess (HES) and others.",https://www.zacks.com/amp/stock/news/1759043/upstreams-ideal-oil-scenario-turns-into-refineries-nightmare,https://staticx-tuner.zacks.com/images/articles/main/4a/2239.jpg,
27,HLPWZdNvdDa-nSDhwZ2BcpcNZknpe_kjhc9hK1ELQ2k,"{'name': 'MarketWatch', 'homepage_url': 'https://www.marketwatch.com/', 'logo_url': 'https://storage.googleapis.com/polygon-io-public/assets/news/logos/marketwatch.svg', 'favicon_url': 'https://storage.googleapis.com/polygon-io-public/assets/news/favicons/marketwatch.ico'}",Here are Wall Street’s 20 favorite energy stocks as crude oil hits a 6-year high,MarketWatch,2021-07-10T14:39:00Z,https://www.marketwatch.com/story/here-are-wall-streets-20-favorite-energy-stocks-as-crude-oil-hits-a-6-year-high-11625575911,"['REGI', 'ET', 'PDCE', 'CNX', 'PXD', 'LPG', 'BCEI', 'DVN', 'EQT', 'PVAC', 'GPRE', 'COP', 'MPC', 'VLO', 'TALO', 'BKR', 'CVX', 'EPD', 'EOG', 'PSX']",Some of these oil stocks feature attractive dividend yields.,https://www.marketwatch.com/amp/story/here-are-wall-streets-20-favorite-energy-stocks-as-crude-oil-hits-a-6-year-high-11625575911,https://images.mktw.net/im-364794/social,
