,id,publisher,title,author,published_utc,article_url,tickers,description,amp_url,image_url,keywords
147,1xDzVg65XmymmAJFCy_1t7wW0uBqcmayoK2dZvuYKvg,"{'name': 'Zacks Investment Research', 'homepage_url': 'https://www.zacks.com/', 'logo_url': 'https://s3.polygon.io/public/assets/news/logos/zacks.png', 'favicon_url': 'https://s3.polygon.io/public/assets/news/favicons/zacks.ico'}",Transocean (RIG) Down 18% Since Wider-Than-Expected Q2 Loss,Zacks Equity Research,2021-08-23T16:50:00Z,https://www.zacks.com/stock/news/1785534/transocean-rig-down-18-since-wider-than-expected-q2-loss,"['DVN', 'RIG', 'CLR', 'MTDR']",Transocean's (RIG) operating and maintenance costs in Q2 decrease to $434 million from $525 million a year ago.,https://www.zacks.com/amp/stock/news/1785534/transocean-rig-down-18-since-wider-than-expected-q2-loss,https://staticx-tuner.zacks.com/images/articles/main/08/2266.jpg,
148,jMs46XZoRdTnT3kYEt3RgLUNbu5a-3Mr6cSJfgkhfV4,"{'name': 'Zacks Investment Research', 'homepage_url': 'https://www.zacks.com/', 'logo_url': 'https://s3.polygon.io/public/assets/news/logos/zacks.png', 'favicon_url': 'https://s3.polygon.io/public/assets/news/favicons/zacks.ico'}","Oil Recovers From a 7-Day Losing Streak, Energy Names Rally",Nilanjan Choudhury,2021-08-24T11:06:00Z,https://www.zacks.com/stock/news/1785734/oil-recovers-from-a-7-day-losing-streak-energy-names-rally,"['DVN', 'HAL', 'MRO', 'APA', 'OXY', 'FANG']","Some of the top gainers of the S&P 500 yesterday are energy-related names APA Corporation (APA), Occidental Petroleum (OXY), Devon Energy (DVN), Diamondback Energy (FANG), Halliburton (HAL) and Marathon Oil (MRO).",https://www.zacks.com/amp/stock/news/1785734/oil-recovers-from-a-7-day-losing-streak-energy-names-rally,https://staticx-tuner.zacks.com/images/articles/main/6b/292.jpg,
149,BnL-fa5WDkO4VuXQOtLECEplJMi735j4Yf1fwAkI0xE,"{'name': 'Zacks Investment Research', 'homepage_url': 'https://www.zacks.com/', 'logo_url': 'https://s3.polygon.io/public/assets/news/logos/zacks.png', 'favicon_url': 'https://s3.polygon.io/public/assets/news/favicons/zacks.ico'}",Boost Your Portfolio With These 3 Top-Ranked Oil Stocks,Nilanjan Banerjee,2021-08-24T13:24:00Z,https://www.zacks.com/stock/news/1785815/boost-your-portfolio-with-these-3-top-ranked-oil-stocks,"['DVN', 'EOG', 'BKR', 'MTDR']","Energy companies are gradually coming out of the effects of the coronavirus pandemic since the long-term outlook for fuel demand is encouraging. MTDR, EOG and DVN are poised to gain the most.",https://www.zacks.com/amp/stock/news/1785815/boost-your-portfolio-with-these-3-top-ranked-oil-stocks,https://staticx-tuner.zacks.com/images/articles/main/c0/302.jpg,
150,mUHsG9j3mhNXTWIVEyip08pOx-iwE8pB05H-KM6P1wY,"{'name': 'Zacks Investment Research', 'homepage_url': 'https://www.zacks.com/', 'logo_url': 'https://s3.polygon.io/public/assets/news/logos/zacks.png', 'favicon_url': 'https://s3.polygon.io/public/assets/news/favicons/zacks.ico'}",Top Ranked Growth Stocks to Buy for August 24th,Zacks Equity Research,2021-08-24T13:54:00Z,https://www.zacks.com/commentary/1785844/top-ranked-growth-stocks-to-buy-for-august-24th,"['DVN', 'ARCB', 'ON', 'CWK']","ON, ARCB, CWK, and DVN made it to the Zacks Rank #1 (Strong Buy) growth stocks list on August 24, 2021",https://www.zacks.com/amp/commentary/1785844/top-ranked-growth-stocks-to-buy-for-august-24th,https://staticx-tuner.zacks.com/images/articles/main/aa/2943.jpg,
151,n5Lyb8G66bNoHaCJoVmiEeE9c_iVtrlc2fwl98HU9Og,"{'name': 'Benzinga', 'homepage_url': 'https://www.benzinga.com/', 'logo_url': 'https://s3.polygon.io/public/assets/news/logos/benzinga.svg', 'favicon_url': 'https://s3.polygon.io/public/assets/news/favicons/benzinga.ico'}",Tuesday's Market Minute: Markets Rally On FDA Vaccine Approval,TD Ameritrade Network,2021-08-24T14:10:45Z,https://www.benzinga.com/general/biotech/21/08/22636313/tuesdays-market-minute-markets-rally-on-fda-vaccine-approval,"['DVN', 'PFE', 'FANG', 'BNTX']","Investors may be scratching their heads at the resiliency shown by the major U.S. stock indices as of late. Despite the Delta variant unleashing renewed fears of economic shutdowns globally and other factors that should be dampening markets – supply chain issues, labor and semiconductor shortages, inflation – stocks remain at all-time-highs.
“Markets climb that wall of worry,” said the Network’s own Scott Connor. The S&P 500 (SPX) hit an intraday high in Monday’s session, ending the ...",https://www.benzinga.com/amp/content/22636313,https://cdn.benzinga.com/files/imagecache/og_image_social_share_1200x630/images/story/2012/vaccination-6291875_1920_1.jpg,"['News', 'Earnings', 'Biotech', 'Guidance', 'Health Care', 'FDA', 'Global', 'Markets', 'Tech', 'General']"
152,s5XPbHhPl6J09EYNxBdlFq9CoByxRi10iNXyXipBzMA,"{'name': 'Zacks Investment Research', 'homepage_url': 'https://www.zacks.com/', 'logo_url': 'https://s3.polygon.io/public/assets/news/logos/zacks.png', 'favicon_url': 'https://s3.polygon.io/public/assets/news/favicons/zacks.ico'}",NuStar Energy (NS) Stock Up 5.4% Despite Missing on Q2 Earnings,Sayantika Bhattacharya,2021-08-24T16:35:00Z,https://www.zacks.com/stock/news/1786089/nustar-energy-ns-stock-up-54-despite-missing-on-q2-earnings,"['DVN', 'NS', 'CLR', 'MTDR']",NuStar's (NS) operating income of $115.6 million in Q2 surpasses $92.7 million in the corresponding quarter of last year.,https://www.zacks.com/amp/stock/news/1786089/nustar-energy-ns-stock-up-54-despite-missing-on-q2-earnings,https://staticx-tuner.zacks.com/images/articles/main/48/2218.jpg,
153,lKRM7hOTIDd5dOp1ZYUGQ5Hhh9IJciQR5r9KODSc4iQ,"{'name': 'Zacks Investment Research', 'homepage_url': 'https://www.zacks.com/', 'logo_url': 'https://s3.polygon.io/public/assets/news/logos/zacks.png', 'favicon_url': 'https://s3.polygon.io/public/assets/news/favicons/zacks.ico'}","Devon Energy (DVN): Strong Industry, Solid Earnings Estimate Revisions",Zacks Equity Research,2021-08-25T12:32:00Z,https://www.zacks.com/stock/news/1786404/devon-energy-dvn-strong-industry-solid-earnings-estimate-revisions,['DVN'],"Devon Energy (DVN) has seen solid earnings estimate revision activity over the past month, and belongs to a strong industry as well.",https://www.zacks.com/amp/stock/news/1786404/devon-energy-dvn-strong-industry-solid-earnings-estimate-revisions,https://staticx-tuner.zacks.com/images/articles/main/52/300.jpg,
154,Ioy72Mddu58A_hP8USwuSzZTQuMPJXW_4JNVFpovuUY,"{'name': 'Zacks Investment Research', 'homepage_url': 'https://www.zacks.com/', 'logo_url': 'https://s3.polygon.io/public/assets/news/logos/zacks.png', 'favicon_url': 'https://s3.polygon.io/public/assets/news/favicons/zacks.ico'}",Devon Energy (DVN) Recently Broke Out Above the 50-Day Moving Average,Zacks Equity Research,2021-08-25T14:00:07Z,https://www.zacks.com/stock/news/1786461/devon-energy-dvn-recently-broke-out-above-the-50-day-moving-average,['DVN'],Good things could be on the horizon when a stock surpasses the 50-Day simple moving average. How should investors react?,https://www.zacks.com/amp/stock/news/1786461/devon-energy-dvn-recently-broke-out-above-the-50-day-moving-average,https://staticx-tuner.zacks.com/images/default_article_images/default5.jpg,
155,rEbq81S20bjJ34Oglz99bhNRqP98RCaUf1AleIkWORc,"{'name': 'Zacks Investment Research', 'homepage_url': 'https://www.zacks.com/', 'logo_url': 'https://s3.polygon.io/public/assets/news/logos/zacks.png', 'favicon_url': 'https://s3.polygon.io/public/assets/news/favicons/zacks.ico'}",Will Devon Energy (DVN) Gain on Rising Earnings Estimates?,Zacks Equity Research,2021-08-25T16:20:05Z,https://www.zacks.com/stock/news/1786683/will-devon-energy-dvn-gain-on-rising-earnings-estimates,['DVN'],"Devon Energy (DVN) shares have started gaining and might continue moving higher in the near term, as indicated by solid earnings estimate revisions.",https://www.zacks.com/amp/stock/news/1786683/will-devon-energy-dvn-gain-on-rising-earnings-estimates,https://staticx-tuner.zacks.com/images/default_article_images/default43.jpg,
156,10UxHYdtSZvMNODX00kFlCBV7l6mrKaPV5sw0AHVoGw,"{'name': 'Zacks Investment Research', 'homepage_url': 'https://www.zacks.com/', 'logo_url': 'https://s3.polygon.io/public/assets/news/logos/zacks.png', 'favicon_url': 'https://s3.polygon.io/public/assets/news/favicons/zacks.ico'}",NOV Inks Deal to Offer Two Self-Propelled Wind Turbine Vessels,Zacks Equity Research,2021-08-25T19:44:00Z,https://www.zacks.com/stock/news/1786772/nov-inks-deal-to-offer-two-self-propelled-wind-turbine-vessels,"['DVN', 'NOV', 'CLR', 'MTDR']",NOV is supplying new heavy-lift cranes to Cadeler's current O-Class vessels Wind Orca and Wind Osprey to upgrade the fleet's capability of managing the next-generation turbines.,https://www.zacks.com/amp/stock/news/1786772/nov-inks-deal-to-offer-two-self-propelled-wind-turbine-vessels,https://staticx-tuner.zacks.com/images/articles/main/78/189.jpg,
157,5Qd0EMh5Z_D_9Hg4WSUVECo8QOEtNvBVOZPuLlKdimA,"{'name': 'Zacks Investment Research', 'homepage_url': 'https://www.zacks.com/', 'logo_url': 'https://s3.polygon.io/public/assets/news/logos/zacks.png', 'favicon_url': 'https://s3.polygon.io/public/assets/news/favicons/zacks.ico'}",Petrobras (PBR) Announces Production Initiation at FPSO Carioca,Zacks Equity Research,2021-08-25T19:53:00Z,https://www.zacks.com/stock/news/1786773/petrobras-pbr-announces-production-initiation-at-fpso-carioca,"['DVN', 'PBR', 'CLR', 'MTDR']","Petrobras' (PBR) oil and gas production at its S??pia field is carried out using the FPSO Carioca unit, which can produce 180,000 barrels of oil and nearly six million cubic meters of natural gas daily.",https://www.zacks.com/amp/stock/news/1786773/petrobras-pbr-announces-production-initiation-at-fpso-carioca,https://staticx-tuner.zacks.com/images/articles/main/df/2916.jpg,
158,BeL_kmnp0bT6uO8AqxkC-m-KBYZ-siu5gRMO-X4WnNI,"{'name': 'Zacks Investment Research', 'homepage_url': 'https://www.zacks.com/', 'logo_url': 'https://s3.polygon.io/public/assets/news/logos/zacks.png', 'favicon_url': 'https://s3.polygon.io/public/assets/news/favicons/zacks.ico'}",Petrobras (PBR) Confirms the Sale of REMAN Refinery to Atem,Zacks Equity Research,2021-08-27T18:13:00Z,https://www.zacks.com/stock/news/1788073/petrobras-pbr-confirms-the-sale-of-reman-refinery-to-atem,"['DVN', 'PBR', 'CLR', 'MTDR']",Petrobras (PBR) to divest REMAN refinery to distributor Atem's unit Ream Participaces S.A. for a deal value of $189.5 million.,https://www.zacks.com/amp/stock/news/1788073/petrobras-pbr-confirms-the-sale-of-reman-refinery-to-atem,https://staticx-tuner.zacks.com/images/articles/main/4a/3664.jpg,
159,qexyLEcZ84MkR77dOaAQKZ2e8Dm6tjeVR_AFC1-kZNM,"{'name': 'Zacks Investment Research', 'homepage_url': 'https://www.zacks.com/', 'logo_url': 'https://s3.polygon.io/public/assets/news/logos/zacks.png', 'favicon_url': 'https://s3.polygon.io/public/assets/news/favicons/zacks.ico'}",Transocean (RIG) Wins $252M Deal for Deepwater Atlas Drillship,Zacks Equity Research,2021-08-30T18:00:00Z,https://www.zacks.com/stock/news/1788893/transocean-rig-wins-252m-deal-for-deepwater-atlas-drillship,"['DVN', 'RIG', 'CLR', 'MTDR']","Transocean's (RIG) Deepwater Atlas is slated to come online in the third quarter of 2022 after its delivery from the shipyard, initially with dual blowout preventers (BOP) rated to 15,000 psi.",https://www.zacks.com/amp/stock/news/1788893/transocean-rig-wins-252m-deal-for-deepwater-atlas-drillship,https://staticx-tuner.zacks.com/images/articles/main/4a/291.jpg,
160,YEzmDwtluNYjqbYjgSj1JRaHGIiQdLts8YcOQehOp6c,"{'name': 'Zacks Investment Research', 'homepage_url': 'https://www.zacks.com/', 'logo_url': 'https://s3.polygon.io/public/assets/news/logos/zacks.png', 'favicon_url': 'https://s3.polygon.io/public/assets/news/favicons/zacks.ico'}",Should JPMorgan Diversified Return U.S. Mid Cap Equity ETF (JPME) Be on Your Investing Radar?,Zacks Equity Research,2021-08-31T10:20:03Z,https://www.zacks.com/stock/news/1788979/should-jpmorgan-diversified-return-us-mid-cap-equity-etf-jpme-be-on-your-investing-radar,"['JPME', 'DVN', 'IDXX', 'FTNT', 'IJH', 'VO']",Style Box ETF report for JPME,https://www.zacks.com/amp/stock/news/1788979/should-jpmorgan-diversified-return-us-mid-cap-equity-etf-jpme-be-on-your-investing-radar,https://staticx-tuner.zacks.com/images/default_article_images/default39.jpg,
161,exDCXSQQL9pDdHvdMR6orfH0R9HOADrKY8W186aAGXQ,"{'name': 'Zacks Investment Research', 'homepage_url': 'https://www.zacks.com/', 'logo_url': 'https://s3.polygon.io/public/assets/news/logos/zacks.png', 'favicon_url': 'https://s3.polygon.io/public/assets/news/favicons/zacks.ico'}",Shell (RDS.A) Takes FID on Malaysia's Timi Gas Development Plan,Zacks Equity Research,2021-08-31T17:46:00Z,https://www.zacks.com/stock/news/1789403/shell-rdsa-takes-fid-on-malaysias-timi-gas-development-plan,"['DVN', 'RDS.A', 'CLR', 'MTDR']","Shell's (RDS.A) Timi project is expected to produce up to 50,000 boe/d at peak and will send its gas to the F23 production site via an 80-kilometer pipeline.",https://www.zacks.com/amp/stock/news/1789403/shell-rdsa-takes-fid-on-malaysias-timi-gas-development-plan,https://staticx-tuner.zacks.com/images/articles/main/a6/528.jpg,
162,t5Mi1SbGNFfQ1sUO1yjBFjwCxP6WA-NiqVj0CvgzN9Q,"{'name': 'Zacks Investment Research', 'homepage_url': 'https://www.zacks.com/', 'logo_url': 'https://s3.polygon.io/public/assets/news/logos/zacks.png', 'favicon_url': 'https://s3.polygon.io/public/assets/news/favicons/zacks.ico'}","Petrobras (PBR), Excelerate Ink Bahia Terminal FSRU Deal",Zacks Equity Research,2021-08-31T18:04:00Z,https://www.zacks.com/stock/news/1789410/petrobras-pbr-excelerate-ink-bahia-terminal-fsru-deal,"['DVN', 'PBR', 'CLR', 'MTDR']",Petrobras' (PBR) decision to proceed in the tender for leasing the Bahia Regasification Terminal to Excelerate is a giant stride taken to drive the Brazilian natural gas sector's competitive edge.,https://www.zacks.com/amp/stock/news/1789410/petrobras-pbr-excelerate-ink-bahia-terminal-fsru-deal,https://staticx-tuner.zacks.com/images/articles/main/ad/946.jpg,
163,v-7f-hAqMxoM7IJJ5R-C3lycvJF9hFwjjE9QK5Gpsmw,"{'name': 'Zacks Investment Research', 'homepage_url': 'https://www.zacks.com/', 'logo_url': 'https://s3.polygon.io/public/assets/news/logos/zacks.png', 'favicon_url': 'https://s3.polygon.io/public/assets/news/favicons/zacks.ico'}",PetroChina (PTR) Unveils Ethane-to-Ethylene Project in China,Zacks Equity Research,2021-09-01T17:46:00Z,https://www.zacks.com/stock/news/1789926/petrochina-ptr-unveils-ethane-to-ethylene-project-in-china,"['DVN', 'PTR', 'CLR', 'MTDR']","PetroChina's (PTR) ethane-to-ethylene project will likely generate 600,000 tons of ethylene annually, 300,000 tons of high-density polyethylene and 300,000 tons of full-density polyethylene.",https://www.zacks.com/amp/stock/news/1789926/petrochina-ptr-unveils-ethane-to-ethylene-project-in-china,https://staticx-tuner.zacks.com/images/articles/main/1c/2928.jpg,
164,dRZ920uJITR7PlT7EvC08Xe15XqsBPrVErFR97F02fc,"{'name': 'Zacks Investment Research', 'homepage_url': 'https://www.zacks.com/', 'logo_url': 'https://s3.polygon.io/public/assets/news/logos/zacks.png', 'favicon_url': 'https://s3.polygon.io/public/assets/news/favicons/zacks.ico'}",A Look Into EIA's Latest Weekly Crude Inventory Report,Nilanjan Choudhury,2021-09-02T10:19:00Z,https://www.zacks.com/stock/news/1790103/a-look-into-eias-latest-weekly-crude-inventory-report,"['DVN', 'MRO', 'OXY', 'EOG', 'FANG']","Oil prices are supported by improving fundamentals, which has helped the likes of Devon Energy (DVN), EOG Resources (EOG), Diamondback Energy (FANG), Occidental Petroleum (OXY), Marathon Oil (MRO) notch up healthy year-to-date gains.",https://www.zacks.com/amp/stock/news/1790103/a-look-into-eias-latest-weekly-crude-inventory-report,https://staticx-tuner.zacks.com/images/articles/main/e7/5649.jpg,
165,4X4FkmjQEfORp9lEbBsLJ3apKDuXlMBHHLXCRkvO2_0,"{'name': 'Zacks Investment Research', 'homepage_url': 'https://www.zacks.com/', 'logo_url': 'https://s3.polygon.io/public/assets/news/logos/zacks.png', 'favicon_url': 'https://s3.polygon.io/public/assets/news/favicons/zacks.ico'}",5 Profitable Stocks to Boost Returns Using Net Income Ratio,Nitish Marwah,2021-09-02T11:24:00Z,https://www.zacks.com/stock/news/1790136/5-profitable-stocks-to-boost-returns-using-net-income-ratio,"['DVN', 'CROX', 'BBW', 'SKYW', 'LCUT']","BBW, CROX, LCUT, DVN, and SKYW passed the screen for stocks with a high net income ratio.",https://www.zacks.com/amp/stock/news/1790136/5-profitable-stocks-to-boost-returns-using-net-income-ratio,https://staticx-tuner.zacks.com/images/articles/main/ee/1487.jpg,
166,WaRJ3HfbtTG9lBJggbTdkOTr67ofRXeH7v6dCUcTrlk,"{'name': 'Zacks Investment Research', 'homepage_url': 'https://www.zacks.com/', 'logo_url': 'https://s3.polygon.io/public/assets/news/logos/zacks.png', 'favicon_url': 'https://s3.polygon.io/public/assets/news/favicons/zacks.ico'}",Hess (HES) Completes Divestment of Denmark Interests to Ineos,Zacks Equity Research,2021-09-02T13:22:00Z,https://www.zacks.com/stock/news/1790287/hess-hes-completes-divestment-of-denmark-interests-to-ineos,"['DVN', 'HES', 'SMLP', 'GDP']",Hess (HES) intends to use the net proceeds from the divestment for investment in world-class offshore resources in Guyana.,https://www.zacks.com/amp/stock/news/1790287/hess-hes-completes-divestment-of-denmark-interests-to-ineos,https://staticx-tuner.zacks.com/images/articles/main/c0/302.jpg,
167,_EwJfR6DH74HL5cfTSe78kij_LOsrSerKmtnYrMxR5k,"{'name': 'Zacks Investment Research', 'homepage_url': 'https://www.zacks.com/', 'logo_url': 'https://s3.polygon.io/public/assets/news/logos/zacks.png', 'favicon_url': 'https://s3.polygon.io/public/assets/news/favicons/zacks.ico'}",Bet on These 3 Permian Stocks on Rising US Shale Oil Production,Nilanjan Banerjee,2021-09-02T13:49:00Z,https://www.zacks.com/stock/news/1790232/bet-on-these-3-permian-stocks-on-rising-us-shale-oil-production,"['DVN', 'CVX', 'BKR', 'MTDR']","Rising Permian production amid favorable oil price has raised the incentive for adding stocks of firms operating in the most prolific basin. Devon (DVN), Matador (MTDR) & Chevron (CVX) are poised to gain.",https://www.zacks.com/amp/stock/news/1790232/bet-on-these-3-permian-stocks-on-rising-us-shale-oil-production,https://staticx-tuner.zacks.com/images/articles/main/52/300.jpg,
168,GbMdt9p8W7ZlFyH_vd1whvKZ5WLCh3cvo0NNJYAHMDU,"{'name': 'Zacks Investment Research', 'homepage_url': 'https://www.zacks.com/', 'logo_url': 'https://s3.polygon.io/public/assets/news/logos/zacks.png', 'favicon_url': 'https://s3.polygon.io/public/assets/news/favicons/zacks.ico'}",Devon Energy (DVN) Up 11.7% Since Last Earnings Report: Can It Continue?,Zacks Equity Research,2021-09-02T15:31:35Z,https://www.zacks.com/stock/news/1790373/devon-energy-dvn-up-117-since-last-earnings-report-can-it-continue,['DVN'],Devon Energy (DVN) reported earnings 30 days ago. What's next for the stock? We take a look at earnings estimates for some clues.,https://www.zacks.com/amp/stock/news/1790373/devon-energy-dvn-up-117-since-last-earnings-report-can-it-continue,https://staticx-tuner.zacks.com/images/default_article_images/default7.jpg,
169,OcKjCnHGCaV43jeSq4R1nvB8GNCmr1-FQmaE06iexhc,"{'name': 'Zacks Investment Research', 'homepage_url': 'https://www.zacks.com/', 'logo_url': 'https://s3.polygon.io/public/assets/news/logos/zacks.png', 'favicon_url': 'https://s3.polygon.io/public/assets/news/favicons/zacks.ico'}",Shell (RDS.A) Announces Plans on EV Charging Expansion in UK,Zacks Equity Research,2021-09-02T19:02:00Z,https://www.zacks.com/stock/news/1790647/shell-rdsa-announces-plans-on-ev-charging-expansion-in-uk,"['DVN', 'RDS.A', 'CLR', 'MTDR']",Shell (RDS.A) will assist the local administration in the UK cities and states by committing to cover the upfront installation costs that are not funded by the central government grants and are subject to commercial terms.,https://www.zacks.com/amp/stock/news/1790647/shell-rdsa-announces-plans-on-ev-charging-expansion-in-uk,https://staticx-tuner.zacks.com/images/articles/main/f8/2860.jpg,
170,n-o452GR3viN9nIQ6Rr8dYiLSnbF4EoOuijcfDEnIJc,"{'name': 'Zacks Investment Research', 'homepage_url': 'https://www.zacks.com/', 'logo_url': 'https://s3.polygon.io/public/assets/news/logos/zacks.png', 'favicon_url': 'https://s3.polygon.io/public/assets/news/favicons/zacks.ico'}",Top 5 High-Flying Stocks With Strong Momentum for September,Nalak Das,2021-09-03T09:53:00Z,https://www.zacks.com/stock/news/1790771/top-5-high-flying-stocks-with-strong-momentum-for-september,"['HPQ', 'DVN', 'ULTA', 'MKL', 'CLR']","We have narrowed down our search to five large-cap momentum stocks that have provided more than 20% returns year to date. These are: ULTA, DVN, HPQ, MKL and CLR.",https://www.zacks.com/amp/stock/news/1790771/top-5-high-flying-stocks-with-strong-momentum-for-september,https://staticx-tuner.zacks.com/images/articles/main/eb/200.jpg,
171,Eoceijt2_DJm4QcJgtQ7YHfvQths-cX6X6syEphGcU8,"{'name': 'Zacks Investment Research', 'homepage_url': 'https://www.zacks.com/', 'logo_url': 'https://s3.polygon.io/public/assets/news/logos/zacks.png', 'favicon_url': 'https://s3.polygon.io/public/assets/news/favicons/zacks.ico'}",TechnipFMC (FTI) to Sell Off $17.6M Technip Energies Shares,Zacks Equity Research,2021-09-06T17:43:00Z,https://www.zacks.com/stock/news/1792572/technipfmc-fti-to-sell-off-176m-technip-energies-shares,"['DVN', 'FTI', 'CLR', 'MTDR']","Following the execution of the transaction, TechnipFMC (FTI) will hold onto a direct interest of 12.3% in Technip Energies' share capital.",https://www.zacks.com/amp/stock/news/1792572/technipfmc-fti-to-sell-off-176m-technip-energies-shares,https://staticx-tuner.zacks.com/images/articles/main/c6/2959.jpg,
172,muFyydvJfau7CvcTTwfEbHFyc6rSH2C-V06d4oGu7VY,"{'name': 'MarketWatch', 'homepage_url': 'https://www.marketwatch.com/', 'logo_url': 'https://s3.polygon.io/public/assets/news/logos/marketwatch.svg', 'favicon_url': 'https://s3.polygon.io/public/assets/news/favicons/marketwatch.ico'}",Wall Street sees as much as 56% upside for its 20 favorite stocks,MarketWatch,2021-09-08T11:01:00Z,https://www.marketwatch.com/story/wall-street-sees-as-much-as-56-upside-for-its-20-favorite-stocks-11631025329,"['MU', 'FANG', 'GM', 'NWSA', 'GPN', 'ATVI', 'ALK', 'PXD', 'LUV', 'LW', 'COP', 'CNC', 'VRTX', 'FDX', 'DVN', 'VLO', 'MA', 'ZBH', 'SLB', 'TMUS']","Stocks favored by analysts include Micron, GM, Activision Blizzard and Southwest Airlines.",https://www.marketwatch.com/amp/story/wall-street-sees-as-much-as-56-upside-for-its-20-favorite-stocks-11631025329,https://images.mktw.net/im-396894/social,
173,cIrIQUyKp9w72_CRlirUHOsr-1fvqvvG92bzSiHd6gM,"{'name': 'Zacks Investment Research', 'homepage_url': 'https://www.zacks.com/', 'logo_url': 'https://s3.polygon.io/public/assets/news/logos/zacks.png', 'favicon_url': 'https://s3.polygon.io/public/assets/news/favicons/zacks.ico'}",FuelCell Energy (FCEL) to Post Q3 Earnings: What's in Store?,Zacks Equity Research,2021-09-08T13:10:00Z,https://www.zacks.com/stock/news/1793260/fuelcell-energy-fcel-to-post-q3-earnings-whats-in-store,"['BP', 'DVN', 'CLR', 'FCEL']",FuelCell Energy's (FCEL) fiscal third-quarter 2021 earnings are likely to have benefited from increasing adoption of fuel cell modules and lower capital servicing expenses.,https://www.zacks.com/amp/stock/news/1793260/fuelcell-energy-fcel-to-post-q3-earnings-whats-in-store,https://staticx-tuner.zacks.com/images/articles/main/03/363.jpg,
174,sZlL9ljj0v_DmhPoQXETcuZDsAp1TWM8HHuTFL-HBV8,"{'name': 'Zacks Investment Research', 'homepage_url': 'https://www.zacks.com/', 'logo_url': 'https://s3.polygon.io/public/assets/news/logos/zacks.png', 'favicon_url': 'https://s3.polygon.io/public/assets/news/favicons/zacks.ico'}",Chevron (CVX) Mulls Over Sale of Eagle Ford Assets Worth $3.8B,Zacks Equity Research,2021-09-08T17:18:00Z,https://www.zacks.com/stock/news/1793892/chevron-cvx-mulls-over-sale-of-eagle-ford-assets-worth-38b,"['DVN', 'CVX', 'CLR', 'MTDR']","Chevron's (CVX) Eagle Ford assets encompass 30,440 net acres and this year, the same churns out a net output of 30,300 barrels of oil equivalent per day with 45% comprising natural gas.",https://www.zacks.com/amp/stock/news/1793892/chevron-cvx-mulls-over-sale-of-eagle-ford-assets-worth-38b,https://staticx-tuner.zacks.com/images/articles/main/a4/2005.jpg,
175,y9JN_qbBEA6Le5R52mJBZCU_7DVzc6NY5oTxmu5FiVM,"{'name': 'Zacks Investment Research', 'homepage_url': 'https://www.zacks.com/', 'logo_url': 'https://s3.polygon.io/public/assets/news/logos/zacks.png', 'favicon_url': 'https://s3.polygon.io/public/assets/news/favicons/zacks.ico'}",5 Must-Buy High-Flying S&P 500 Stocks With Strong Upside Left,Nalak Das,2021-09-09T10:06:00Z,https://www.zacks.com/stock/news/1794091/5-must-buy-high-flying-sp-500-stocks-with-strong-upside-left,"['DVN', 'NUE', 'DE', 'MOS', 'LKQ']","We have narrowed down our search to five S&P 500 stocks that have skyrocketed more than 35% year to date and still have solid upside left for the rest of 2021. These are: NUE, DE, DVN, LKQ and MOS.",https://www.zacks.com/amp/stock/news/1794091/5-must-buy-high-flying-sp-500-stocks-with-strong-upside-left,https://staticx-tuner.zacks.com/images/articles/main/3c/1948.jpg,
176,Ytlfb18JkoPefY4sZHy45E3fcLYL_KjsAeb6qVVTqis,"{'name': 'Zacks Investment Research', 'homepage_url': 'https://www.zacks.com/', 'logo_url': 'https://s3.polygon.io/public/assets/news/logos/zacks.png', 'favicon_url': 'https://s3.polygon.io/public/assets/news/favicons/zacks.ico'}",Top Ranked Growth Stocks to Buy for September 9th,Zacks Equity Research,2021-09-09T13:39:00Z,https://www.zacks.com/commentary/1794195/top-ranked-growth-stocks-to-buy-for-september-9th,"['AMD', 'DVN', 'M', 'HCKT']","AMD, HCKT, DVN, and M made it to the Zacks Rank #1 (Strong Buy) growth stocks list on September 9, 2021",https://www.zacks.com/amp/commentary/1794195/top-ranked-growth-stocks-to-buy-for-september-9th,https://staticx-tuner.zacks.com/images/articles/main/1f/462.jpg,
177,lk_uR1QICX_q0x10uduDrKoel-sxX0i2B6bXLobTHo8,"{'name': 'Zacks Investment Research', 'homepage_url': 'https://www.zacks.com/', 'logo_url': 'https://s3.polygon.io/public/assets/news/logos/zacks.png', 'favicon_url': 'https://s3.polygon.io/public/assets/news/favicons/zacks.ico'}",Key Reasons for Oil's Lower Settlement Despite Supply Drop,Nilanjan Choudhury,2021-09-10T12:46:00Z,https://www.zacks.com/stock/news/1794748/key-reasons-for-oils-lower-settlement-despite-supply-drop,"['DVN', 'MRO', 'OXY', 'EOG', 'FANG']","Despite some temporary hiccups, oil prices are supported by improving fundamentals, which has helped the likes of DVN, EOG, FANG, OXY and MRO notch up healthy year-to-date gains.",https://www.zacks.com/amp/stock/news/1794748/key-reasons-for-oils-lower-settlement-despite-supply-drop,https://staticx-tuner.zacks.com/images/articles/main/b9/297.jpg,
